user_id,email,first_name,last_name,gender,birthday,city,state,newsletter_sign_up_date,Age,Total_Lifetime_Value,Region
248,huntlee@gmail.com,Huntlee,Worgen,Male,5/6/64,Staten Island,New York,6/15/17,56,520,Northeast Region
249,giacopo@gmail.com,Giacopo,Guillem,Male,12/4/87,Jamaica,New York,10/21/17,32,101.5,Northeast Region
250,kary@gmail.com,Kary,Sigfrid,Female,4/1/51,Carlsbad,California,7/31/18,69,138.95,West Region
251,mara@gmail.com,Mara,McGourty,Female,8/26/79,Garland,Texas,12/19/17,40,70,South Region
252,nicko@gmail.com,Nicko,Flea,Male,11/18/77,Oklahoma City,Oklahoma,,42,70,South Region
253,care@gmail.com,Care,Shapira,Male,10/26/76,Chicago,Illinois,11/27/17,43,#N/A,Midwest Region
254,jesse@gmail.com,Jesse,Mackro,Female,2/18/70,Ann Arbor,Michigan,3/20/18,50,589,Midwest Region
255,giorgia@gmail.com,Giorgia,Clair,Female,11/2/61,Marietta,Georgia,3/9/17,58,#N/A,South Region
256,zorina@gmail.com,Zorina,Grzelak,Female,5/31/83,South Bend,Indiana,,36,400,Midwest Region
257,codie@gmail.com,Codie,Gobeau,Male,5/2/88,Wilmington,Delaware,10/4/16,32,359.5,South Region
258,lucita@gmail.com,Lucita,Greatland,Female,3/9/84,San Antonio,Texas,,36,73.55,South Region
259,kirk@gmail.com,Kirk,Letts,Male,,Cincinnati,Ohio,12/31/17,,50,Midwest Region
260,glenda@gmail.com,Glenda,Pooly,Female,5/23/56,El Paso,Texas,10/24/16,63,70,South Region
261,trefor@gmail.com,Trefor,Antonetti,Male,11/13/85,Lexington,Kentucky,11/19/17,34,576.7,South Region
262,hewett@gmail.com,Hewett,Donativo,Male,7/29/63,Greensboro,North Carolina,,56,407,South Region
263,kally@gmail.com,Kally,Barrable,Female,9/15/87,Pittsburgh,Pennsylvania,3/15/18,32,#N/A,Northeast Region
264,spencer@gmail.com,Spencer,Risso,Male,6/24/59,Hartford,Connecticut,2/5/17,60,70,Northeast Region
265,ludvig@gmail.com,Ludvig,Kopje,Male,10/20/80,Lakewood,Washington,,39,151.4,West Region
266,constanta@gmail.com,Constanta,Noyce,Female,12/12/55,Nashville,Tennessee,10/25/17,64,80,South Region
267,tallulah@gmail.com,Tallulah,Knapton,Female,3/28/90,Naples,Florida,,30,59.2,South Region
268,carroll@gmail.com,Carroll,Schneider,Female,5/11/75,Indianapolis,Indiana,6/30/17,45,145.8,Midwest Region
269,dinah@gmail.com,Dinah,Bertomeu,Female,7/3/65,Portland,Oregon,1/10/18,54,17.8,West Region
270,bianca@gmail.com,Bianca,Gaskin,Female,10/13/58,San Antonio,Texas,9/21/16,61,100,South Region
271,ilyssa@gmail.com,Ilyssa,Crome,Female,3/31/78,Atlanta,Georgia,1/6/18,42,105.7,South Region
272,hobie@gmail.com,Hobie,Corn,Male,2/22/77,Lincoln,Nebraska,6/12/18,43,#N/A,Midwest Region
273,kaile@gmail.com,Kaile,Abrahamsohn,Female,6/30/77,Norcross,Georgia,1/26/17,42,400,South Region
274,tammy@gmail.com,Tammy,Frarey,Female,12/12/84,Denver,Colorado,,35,155,West Region
275,catherina@gmail.com,Catherina,Befroy,Female,6/26/76,Odessa,Texas,9/12/16,43,70,South Region
276,kimberli@gmail.com,Kimberli,Hanny,Female,7/8/76,San Diego,California,,43,370.2,West Region
277,farrell@gmail.com,Farrell,Greensmith,Male,1/5/72,Pensacola,Florida,1/9/18,48,540.4,South Region
278,norbert@gmail.com,Norbert,Keetch,Male,5/6/84,Dallas,Texas,8/26/17,36,23.65,South Region
279,darya@gmail.com,Darya,MacKenney,Female,3/27/66,Dearborn,Michigan,6/26/18,54,100,Midwest Region
280,marie-jeanne@gmail.com,Marie-jeanne,Gulliver,Female,2/22/57,Columbus,Ohio,2/13/17,63,123.8,Midwest Region
281,vivie@gmail.com,Vivie,Gierth,Female,1/11/54,Louisville,Kentucky,,66,#N/A,South Region
282,glendon@gmail.com,Glendon,Clemerson,Male,8/13/77,Fort Lauderdale,Florida,,42,5,South Region
283,harlen@gmail.com,Harlen,Robilliard,Male,1/2/58,Wilkes Barre,Pennsylvania,,62,68,Northeast Region
284,worthington@gmail.com,Worthington,La Wille,Male,7/5/54,Riverside,California,12/31/16,65,400,West Region
285,gram@gmail.com,Gram,Stelle,Male,7/28/60,Baton Rouge,Louisiana,11/12/16,59,421.85,South Region
286,kali@gmail.com,Kali,Jedraszczyk,Female,11/12/74,Madison,Wisconsin,10/24/17,45,47.5,Midwest Region
287,tammy@gmail.com,Tammy,Ion,Female,12/8/89,Houston,Texas,7/2/18,30,400,South Region
288,andrey@gmail.com,Andrey,Soffe,Male,3/4/58,Merrifield,Virginia,,62,#N/A,South Region
289,calhoun@gmail.com,Calhoun,Dangl,Male,6/20/86,Richmond,Virginia,6/10/18,33,3.65,South Region
290,wilmette@gmail.com,Wilmette,Calveley,Female,3/31/79,Washington,District of Columbia,,41,253.35,South Region
291,emmery@gmail.com,Emmery,Genike,Male,5/26/68,Brooklyn,New York,3/7/18,51,206,Northeast Region
292,say@gmail.com,Say,Madle,Male,12/2/82,Oklahoma City,Oklahoma,2/5/18,37,#N/A,South Region
293,filberte@gmail.com,Filberte,Swains,Male,3/19/69,Nashville,Tennessee,,51,#N/A,South Region
294,valentina@gmail.com,Valentina,Titterton,Female,8/13/83,Corpus Christi,Texas,6/19/18,36,#N/A,South Region
295,collin@gmail.com,Collin,Mundwell,Male,4/17/76,Baltimore,Maryland,1/30/18,44,20,South Region
296,edgar@gmail.com,Edgar,Stiebler,Male,1/30/78,Louisville,Kentucky,,42,320.4,South Region
297,johnathon@gmail.com,Johnathon,Tuft,Male,11/19/58,Wichita,Kansas,,61,400,Midwest Region
298,russell@gmail.com,Russell,Eric,Male,9/26/84,Beaufort,South Carolina,,35,458.4,South Region
299,lemmie@gmail.com,Lemmie,Tolussi,Male,4/2/60,Spring,Texas,9/17/17,60,#N/A,South Region
300,daile@gmail.com,Daile,Mouncey,Female,12/30/60,Raleigh,North Carolina,6/15/17,59,20,South Region
301,roberta@gmail.com,Roberta,Trimmill,Female,11/15/88,Boulder,Colorado,5/25/18,31,16.8,West Region
302,winni@gmail.com,Winni,Chaff,Female,12/1/71,Chula Vista,California,3/12/18,48,50,West Region
303,yalonda@gmail.com,Yalonda,Skarr,Female,7/27/60,Lincoln,Nebraska,3/28/17,59,#N/A,Midwest Region
304,christie@gmail.com,Christie,Thews,Male,1/2/64,Washington,District of Columbia,,56,284,South Region
305,richardo@gmail.com,Richardo,Boustead,Male,11/30/57,Detroit,Michigan,,62,420,Midwest Region
306,willie@gmail.com,Willie,Creighton,Female,7/19/74,Houston,Texas,2/9/17,45,140,South Region
307,chelsie@gmail.com,Chelsie,Simants,Female,5/16/87,Houston,Texas,,32,#N/A,South Region
308,carmel@gmail.com,Carmel,Walby,Female,,Cleveland,Ohio,,,36.2,Midwest Region
309,christophe@gmail.com,Christophe,Ricardon,Male,6/7/81,Phoenix,Arizona,6/19/17,38,736,West Region
310,shandie@gmail.com,Shandie,Harral,Female,,Lake Worth,Florida,,,80,South Region
311,patton@gmail.com,Patton,Hartmann,Male,12/5/60,Tacoma,Washington,,59,80,West Region
312,raynell@gmail.com,Raynell,Juggings,Female,2/23/62,Santa Cruz,California,4/25/17,58,457.35,West Region
313,mikel@gmail.com,Mikel,Pellman,Male,5/2/84,Columbia,South Carolina,,36,150,South Region
314,laird@gmail.com,Laird,Ariss,Male,,Dallas,Texas,5/2/18,,20,South Region
315,rachael@gmail.com,Rachael,Honniebal,Female,11/6/58,Charlotte,North Carolina,4/11/17,61,73.2,South Region
316,zitella@gmail.com,Zitella,Skechley,Female,9/10/65,Springfield,Missouri,,54,372,Midwest Region
317,packston@gmail.com,Packston,Chettle,Male,1/12/58,Tucson,Arizona,,62,#N/A,West Region
318,rubetta@gmail.com,Rubetta,Dunbobbin,Female,12/8/61,Sioux Falls,South Dakota,1/23/18,58,#N/A,Midwest Region
319,missy@gmail.com,Missy,Reiners,Female,9/25/60,Tacoma,Washington,5/23/18,59,74.55,West Region
320,gearalt@gmail.com,Gearalt,Fenge,Male,10/12/65,Yakima,Washington,,54,18,West Region
321,enrica@gmail.com,Enrica,Teodoro,Female,12/26/78,Chicago,Illinois,,41,20,Midwest Region
322,burch@gmail.com,Burch,Gasnoll,Male,8/10/90,Albuquerque,New Mexico,4/6/17,29,45,West Region
323,delores@gmail.com,Delores,Bellew,Female,9/3/59,Nashville,Tennessee,12/3/17,60,8.65,South Region
324,laurella@gmail.com,Laurella,Corro,Female,11/25/72,Stamford,Connecticut,2/9/18,47,113,Northeast Region
325,kennith@gmail.com,Kennith,Munt,Male,6/26/74,Los Angeles,California,6/3/17,45,#N/A,West Region
326,danella@gmail.com,Danella,Lorriman,Female,4/23/67,Harrisburg,Pennsylvania,4/24/17,53,484.2,Northeast Region
327,rolland@gmail.com,Rolland,Phinn,Male,1/20/89,Shreveport,Louisiana,,31,729.6,South Region
328,zitella@gmail.com,Zitella,Langford,Female,11/17/53,Boise,Idaho,,66,20,West Region
329,andris@gmail.com,Andris,O'Dyvoy,Male,11/7/77,Boston,Massachusetts,,42,307.8,Northeast Region
330,clyve@gmail.com,Clyve,Barfield,Male,2/10/64,Biloxi,Mississippi,,56,420,South Region
331,katharine@gmail.com,Katharine,Simecek,Female,3/1/82,Huntington,West Virginia,1/1/17,38,109.7,South Region
332,dalston@gmail.com,Dalston,Cromblehome,Male,4/14/88,San Jose,California,8/7/18,32,132.9,West Region
333,beatrisa@gmail.com,Beatrisa,Baldree,Female,1/21/57,Frankfort,Kentucky,,63,400,South Region
334,shaughn@gmail.com,Shaughn,Drewitt,Male,9/3/87,Alpharetta,Georgia,5/15/18,32,70,South Region
335,dannie@gmail.com,Dannie,Sudran,Female,3/24/90,Louisville,Kentucky,3/9/18,30,207.8,South Region
336,nahum@gmail.com,Nahum,Troctor,Male,4/13/73,Evansville,Indiana,3/25/17,47,527,Midwest Region
337,fina@gmail.com,Fina,Antrum,Female,8/19/78,Boston,Massachusetts,7/31/18,41,61.6,Northeast Region
338,lois@gmail.com,Lois,Baszniak,Female,12/13/72,Syracuse,New York,11/12/16,47,#N/A,Northeast Region
339,aldo@gmail.com,Aldo,Fairlem,Male,11/24/74,Los Angeles,California,,45,497.4,West Region
340,mellisa@gmail.com,Mellisa,Scapens,Female,11/18/62,Dallas,Texas,,57,3.95,South Region
341,eli@gmail.com,Eli,Insko,Male,2/1/81,Troy,Michigan,9/23/16,39,142.7,Midwest Region
342,nanni@gmail.com,Nanni,Bircher,Female,6/23/58,Santa Monica,California,6/2/17,61,3.95,West Region
343,david@gmail.com,David,Ohrtmann,Male,1/26/89,Kansas City,Missouri,,31,89.6,Midwest Region
344,lock@gmail.com,Lock,Woolsey,Male,12/3/71,Anchorage,Alaska,7/10/18,48,300,West Region
345,timofei@gmail.com,Timofei,Lent,Male,2/8/73,Akron,Ohio,3/9/17,47,171.2,Midwest Region
346,torrin@gmail.com,Torrin,Grise,Male,8/10/77,Lehigh Acres,Florida,8/23/17,42,384.9,South Region
347,cheston@gmail.com,Cheston,Kilmister,Male,10/9/88,El Paso,Texas,,31,#N/A,South Region
348,kippie@gmail.com,Kippie,Ackroyd,Male,6/29/76,Modesto,California,9/7/17,43,793.6,West Region
349,henka@gmail.com,Henka,Gitting,Female,9/17/53,Racine,Wisconsin,,66,220,Midwest Region
350,becky@gmail.com,Becky,Breakey,Female,4/29/56,Kalamazoo,Michigan,11/5/17,64,#N/A,Midwest Region
351,morty@gmail.com,Morty,Durnell,Male,7/5/73,Houston,Texas,,46,180.8,South Region
352,cristobal@gmail.com,Cristobal,Twort,Male,2/8/52,Evansville,Indiana,,68,540.4,Midwest Region
353,alameda@gmail.com,Alameda,Samwayes,Female,3/28/57,Orlando,Florida,4/17/17,63,140,South Region
354,karlan@gmail.com,Karlan,Eltringham,Male,1/5/89,Modesto,California,3/25/17,31,148.8,West Region
355,octavia@gmail.com,Octavia,Burdikin,Female,,Salt Lake City,Utah,12/25/17,,525,West Region
356,demetria@gmail.com,Demetria,Elphinston,Female,6/11/51,Houston,Texas,2/22/18,68,100,South Region
357,yanaton@gmail.com,Yanaton,O'Shirine,Male,2/4/64,Brooklyn,New York,,56,84.85,Northeast Region
358,erroll@gmail.com,Erroll,Everex,Male,8/10/74,Columbia,South Carolina,6/8/18,45,372,South Region
359,verina@gmail.com,Verina,Sharpe,Female,11/26/70,Asheville,North Carolina,12/4/17,49,132.3,South Region
360,laurie@gmail.com,Laurie,Loyd,Male,2/12/64,Spokane,Washington,7/21/17,56,70,West Region
361,ebenezer@gmail.com,Ebenezer,McGeneay,Male,8/6/56,Birmingham,Alabama,,63,#N/A,South Region
362,butch@gmail.com,Butch,Cinnamond,Male,2/3/87,Corona,California,12/25/16,33,50,West Region
363,gerrie@gmail.com,Gerrie,Mosco,Male,1/17/62,Dallas,Texas,8/5/18,58,112.3,South Region
364,franz@gmail.com,Franz,Dislee,Male,,Fort Lauderdale,Florida,,,56,South Region
365,niel@gmail.com,Niel,Kliesl,Male,4/9/89,Oakland,California,12/16/16,31,70,West Region
366,fonz@gmail.com,Fonz,Varlow,Male,7/24/63,Bakersfield,California,10/6/16,56,208.7,West Region
367,raff@gmail.com,Raff,Banbrook,Male,8/24/51,Fairbanks,Alaska,5/13/17,68,265.3,West Region
368,joel@gmail.com,Joel,McReynolds,Male,10/11/84,Jacksonville,Florida,,35,50,South Region
369,sheri@gmail.com,Sheri,Dottrell,Female,11/14/50,Denver,Colorado,4/17/17,69,167,West Region
370,jefferson@gmail.com,Jefferson,Doulton,Male,8/3/70,Columbia,South Carolina,7/24/17,49,557,South Region
371,romona@gmail.com,Romona,Julien,Female,10/10/71,Cleveland,Ohio,11/8/16,48,207.2,Midwest Region
372,elonore@gmail.com,Elonore,Seldner,Female,8/13/77,Miami,Florida,7/23/17,42,24.4,South Region
373,averil@gmail.com,Averil,Hayto,Male,4/12/52,Austin,Texas,,68,111.85,South Region
374,jillana@gmail.com,Jillana,Knibbs,Female,5/27/65,Oakland,California,4/14/17,54,123.9,West Region
375,margalo@gmail.com,Margalo,Pinn,Female,11/7/78,Fairfax,Virginia,7/10/17,41,#N/A,South Region
376,daniele@gmail.com,Daniele,Thairs,Female,11/5/58,El Paso,Texas,,61,109.4,South Region
377,wit@gmail.com,Wit,Toman,Male,2/11/85,Kansas City,Missouri,1/3/18,35,168.6,Midwest Region
378,baxie@gmail.com,Baxie,Ghilardi,Male,12/31/73,Henderson,Nevada,,46,40,West Region
379,tabb@gmail.com,Tabb,Noton,Male,9/14/64,Spartanburg,South Carolina,12/12/17,55,201.6,South Region
380,ronny@gmail.com,Ronny,Kenealy,Male,3/24/90,Greenville,South Carolina,,30,453.9,South Region
381,gar@gmail.com,Gar,Ioannou,Male,1/12/78,Kansas City,Kansas,,42,158.5,Midwest Region
382,alley@gmail.com,Alley,Jefferys,Male,8/10/56,Washington,District of Columbia,4/3/18,63,15.8,South Region
383,berti@gmail.com,Berti,Arnaudot,Male,10/24/84,Sacramento,California,10/4/17,35,14.4,West Region
384,jeramie@gmail.com,Jeramie,Kay,Male,9/3/68,San Bernardino,California,12/2/16,51,93.7,West Region
385,dominique@gmail.com,Dominique,Bonnette,Female,10/22/76,Clearwater,Florida,,43,70,South Region
386,jessalin@gmail.com,Jessalin,Drepp,Female,9/29/73,New York City,New York,11/12/16,46,108.8,Northeast Region
387,al@gmail.com,Al,Durn,Male,12/10/50,Atlanta,Georgia,6/16/17,69,25,South Region
388,donny@gmail.com,Donny,Darrigone,Male,7/28/71,Detroit,Michigan,8/29/17,48,130,Midwest Region
389,sarita@gmail.com,Sarita,Crevagh,Female,12/4/74,San Mateo,California,,45,65.8,West Region
390,cher@gmail.com,Cher,Ellwood,Female,10/21/50,Springfield,Illinois,,69,420,Midwest Region
391,northrup@gmail.com,Northrup,Aldham,Male,,Harrisburg,Pennsylvania,11/17/16,,53.45,Northeast Region
392,christophe@gmail.com,Christophe,Merrill,Male,1/2/65,Pensacola,Florida,3/9/17,55,370.8,South Region
393,muire@gmail.com,Muire,Landrick,Female,5/11/71,Billings,Montana,,49,300.2,West Region
394,winifield@gmail.com,Winifield,Brodhead,Male,1/5/71,Miami,Florida,2/8/18,49,43.5,South Region
395,prescott@gmail.com,Prescott,Drews,Male,3/24/86,Melbourne,Florida,11/19/16,34,108,South Region
396,nesta@gmail.com,Nesta,Gingel,Female,2/20/80,Vancouver,Washington,4/1/17,40,132,West Region
397,ronalda@gmail.com,Ronalda,Ickowics,Female,3/8/77,Irvine,California,5/12/17,43,293.2,West Region
398,cordell@gmail.com,Cordell,Darlasson,Male,,Laredo,Texas,10/25/17,,470.7,South Region
399,mayor@gmail.com,Mayor,Geekin,Male,6/4/62,Pittsburgh,Pennsylvania,11/5/17,57,70.4,Northeast Region
400,isador@gmail.com,Isador,Goldin,Male,8/25/73,San Antonio,Texas,,46,121.5,South Region
401,bryna@gmail.com,Bryna,Chevin,Female,8/25/56,Detroit,Michigan,10/24/17,63,130,Midwest Region
402,keelby@gmail.com,Keelby,Tomet,Male,11/19/66,Shawnee Mission,Kansas,10/16/17,53,#N/A,Midwest Region
403,sal@gmail.com,Sal,Dykas,Male,11/15/85,New York City,New York,6/14/17,34,141,Northeast Region
404,daffy@gmail.com,Daffy,Saffe,Female,1/1/83,Chicago,Illinois,3/30/17,37,3.6,Midwest Region
405,ileana@gmail.com,Ileana,Grancher,Female,5/31/57,San Antonio,Texas,,62,788,South Region
406,humbert@gmail.com,Humbert,Barcroft,Male,4/10/66,Corpus Christi,Texas,,54,20,South Region
407,carola@gmail.com,Carola,Varnes,Female,10/27/80,Cincinnati,Ohio,9/26/16,39,404.9,Midwest Region
408,viva@gmail.com,Viva,Studholme,Female,1/2/65,Charleston,West Virginia,,55,36,South Region
409,don@gmail.com,Don,Bwy,Male,8/21/82,Boca Raton,Florida,4/25/18,37,55,South Region
410,normie@gmail.com,Normie,Frew,Male,8/22/83,Portland,Oregon,6/12/18,36,5,West Region
411,antonino@gmail.com,Antonino,Asey,Male,12/1/82,Des Moines,Iowa,,37,123,Midwest Region
412,ripley@gmail.com,Ripley,Kohring,Male,5/22/54,Des Moines,Iowa,11/7/17,66,55.5,Midwest Region
413,jena@gmail.com,Jena,Teresia,Female,6/5/57,Washington,District of Columbia,,62,136.9,South Region
414,betteanne@gmail.com,Betteanne,Manz,Female,3/12/62,Columbia,South Carolina,1/13/18,58,#N/A,South Region
415,nikolai@gmail.com,Nikolai,Janjusevic,Male,2/9/57,Delray Beach,Florida,12/1/17,63,61,South Region
416,leeann@gmail.com,Leeann,Bellerby,Female,11/20/85,Corpus Christi,Texas,3/28/18,34,#N/A,South Region
417,garrard@gmail.com,Garrard,Rowe,Male,9/12/87,Houston,Texas,,32,110.5,South Region
418,lombard@gmail.com,Lombard,Kemble,Male,12/31/64,Charlotte,North Carolina,4/5/18,55,423,South Region
419,regan@gmail.com,Regan,Hadigate,Male,11/24/55,Washington,District of Columbia,,64,855.3,South Region
420,carlita@gmail.com,Carlita,Ranken,Female,11/12/74,Omaha,Nebraska,2/23/18,45,125,Midwest Region
421,clemmy@gmail.com,Clemmy,Daffern,Male,4/29/76,Mc Keesport,Pennsylvania,8/8/17,44,57.6,Northeast Region
422,beverlie@gmail.com,Beverlie,Matteo,Female,9/2/85,Mesa,Arizona,,34,313,West Region
423,natalya@gmail.com,Natalya,Pavia,Female,11/10/55,Atlanta,Georgia,9/15/16,64,886.4,South Region
424,maurise@gmail.com,Maurise,Bonnell,Male,6/27/80,Fairfield,Connecticut,7/5/17,39,20,Northeast Region
425,marcelia@gmail.com,Marcelia,Maso,Female,2/25/55,Kansas City,Missouri,,65,611.9,Midwest Region
426,dory@gmail.com,Dory,Tuddenham,Female,10/21/82,Jackson,Mississippi,5/14/18,37,85,South Region
427,robinetta@gmail.com,Robinetta,McGeoch,Female,6/19/80,Columbus,Ohio,,39,56.7,Midwest Region
428,clim@gmail.com,Clim,Arnholdt,Male,8/20/71,Las Vegas,Nevada,,48,80,West Region
429,stevie@gmail.com,Stevie,Braunroth,Male,5/8/65,Gary,Indiana,,55,64,Midwest Region
430,antoine@gmail.com,Antoine,Lethby,Male,4/6/73,Salt Lake City,Utah,6/1/17,47,470,West Region
431,layne@gmail.com,Layne,Sawbridge,Female,12/13/68,Tulsa,Oklahoma,6/12/18,51,328,South Region
432,d'arcy@gmail.com,D'arcy,Shevels,Male,10/5/65,Green Bay,Wisconsin,5/11/18,54,139.9,Midwest Region
433,dasie@gmail.com,Dasie,Quarrell,Female,4/19/67,Sunnyvale,California,12/30/16,53,61.6,West Region
434,jerry@gmail.com,Jerry,Colquitt,Male,10/10/55,Oakland,California,5/28/17,64,66.8,West Region
435,ralina@gmail.com,Ralina,Redan,Female,4/23/55,Lakeland,Florida,,65,109.3,South Region
436,murdock@gmail.com,Murdock,Claughton,Male,2/6/53,Round Rock,Texas,7/29/18,67,64,South Region
437,bambi@gmail.com,Bambi,Wren,Female,9/4/69,Raleigh,North Carolina,,50,#N/A,South Region
438,bord@gmail.com,Bord,Rosencwaig,Male,9/14/64,East Saint Louis,Illinois,,55,848.75,Midwest Region
439,yorke@gmail.com,Yorke,Tyt,Male,,Mesquite,Texas,12/17/17,,68,South Region
440,walliw@gmail.com,Walliw,Llewelly,Female,8/21/83,Clearwater,Florida,6/8/18,36,20,South Region
441,madelena@gmail.com,Madelena,Cosins,Female,4/22/57,East Saint Louis,Illinois,,63,104.2,Midwest Region
442,malinda@gmail.com,Malinda,Scouler,Female,11/2/71,San Diego,California,4/18/18,48,163.2,West Region
443,nikita@gmail.com,Nikita,Muneely,Male,6/25/58,Washington,District of Columbia,,61,817.4,South Region
444,laurianne@gmail.com,Laurianne,Longcaster,Female,10/15/65,Levittown,Pennsylvania,3/21/17,54,#N/A,Northeast Region
445,sig@gmail.com,Sig,Pettisall,Male,8/1/66,Baton Rouge,Louisiana,,53,330,South Region
446,hillard@gmail.com,Hillard,Axtell,Male,4/21/51,Glendale,Arizona,12/31/16,69,127.5,West Region
447,andriana@gmail.com,Andriana,Marrison,Female,8/20/56,Portland,Oregon,3/15/18,63,95,West Region
448,neely@gmail.com,Neely,Managh,Female,1/20/53,Gainesville,Florida,,67,400,South Region
449,krishna@gmail.com,Krishna,Giacomelli,Male,4/28/73,Washington,District of Columbia,,47,70,South Region
450,sigfrid@gmail.com,Sigfrid,Delmonti,Male,10/18/77,Roanoke,Virginia,5/10/17,42,120.6,South Region
451,harris@gmail.com,Harris,Huxter,Male,11/13/60,Cincinnati,Ohio,1/18/17,59,400,Midwest Region
452,rockey@gmail.com,Rockey,Muckle,Male,3/14/83,Jacksonville,Florida,8/21/17,37,150,South Region
453,graig@gmail.com,Graig,Littleton,Male,9/14/51,Beaumont,Texas,,68,55,South Region
454,conrado@gmail.com,Conrado,Gilcriest,Male,10/2/82,Provo,Utah,10/12/16,37,50,West Region
455,ebony@gmail.com,Ebony,Fareweather,Female,5/5/81,Cleveland,Ohio,9/4/17,39,450,Midwest Region
456,latashia@gmail.com,Latashia,Guyer,Female,9/5/75,Salem,Oregon,,44,#N/A,West Region
457,bendite@gmail.com,Bendite,Stallard,Female,5/19/85,San Antonio,Texas,,34,444,South Region
458,dunn@gmail.com,Dunn,Blanc,Male,10/16/58,Memphis,Tennessee,4/5/17,61,181.5,South Region
459,alejandrina@gmail.com,Alejandrina,Huyghe,Female,2/10/66,Kansas City,Kansas,,54,420.6,Midwest Region
460,alfreda@gmail.com,Alfreda,Winckworth,Female,5/6/81,Atlanta,Georgia,,39,70,South Region
461,ingaborg@gmail.com,Ingaborg,MacInerney,Female,1/10/82,Memphis,Tennessee,,38,471.9,South Region
462,dilly@gmail.com,Dilly,Camlin,Male,5/4/86,Paterson,New Jersey,3/7/17,34,234,Northeast Region
463,pamela@gmail.com,Pamela,De Bruijn,Female,1/10/84,Houston,Texas,8/10/18,36,133.5,South Region
464,meredeth@gmail.com,Meredeth,Bryning,Male,7/9/61,Inglewood,California,3/17/18,58,50.4,West Region
465,adria@gmail.com,Adria,Kettleson,Female,8/3/78,Miami,Florida,4/10/17,41,405,South Region
466,inglebert@gmail.com,Inglebert,Eagland,Male,10/9/84,Buffalo,New York,9/10/16,35,107,Northeast Region
467,shepherd@gmail.com,Shepherd,Loosemore,Male,11/3/63,Charlotte,North Carolina,,56,73.95,South Region
468,kipp@gmail.com,Kipp,Batchelder,Male,2/8/69,Minneapolis,Minnesota,1/13/18,51,#N/A,Midwest Region
469,malinda@gmail.com,Malinda,Conville,Female,6/13/57,Boise,Idaho,3/18/17,62,5,West Region
470,meier@gmail.com,Meier,Carass,Male,9/18/83,San Diego,California,5/29/17,36,#N/A,West Region
471,malchy@gmail.com,Malchy,Scholer,Male,6/2/53,Fort Lauderdale,Florida,,66,420,South Region
472,edan@gmail.com,Edan,Dows,Male,5/30/62,Boulder,Colorado,1/9/17,57,55.3,West Region
473,sydney@gmail.com,Sydney,Baddiley,Female,11/23/65,Yakima,Washington,,54,138,West Region
474,maxy@gmail.com,Maxy,Wolstenholme,Male,1/11/57,Tucson,Arizona,,63,#N/A,West Region
475,christophe@gmail.com,Christophe,Shorland,Male,5/16/55,Syracuse,New York,1/13/17,65,23.8,Northeast Region
476,abrahan@gmail.com,Abrahan,Dishmon,Male,10/15/74,Las Cruces,New Mexico,10/8/17,45,417.8,West Region
477,matelda@gmail.com,Matelda,Wilstead,Female,3/5/89,Oklahoma City,Oklahoma,,31,344,South Region
478,dannie@gmail.com,Dannie,Bracher,Female,12/14/52,Houston,Texas,6/6/17,67,339,South Region
479,fae@gmail.com,Fae,Gibben,Female,1/22/53,Hattiesburg,Mississippi,6/24/18,67,64.65,South Region
480,dalia@gmail.com,Dalia,Primett,Female,8/1/84,Salt Lake City,Utah,4/3/17,35,450,West Region
481,verney@gmail.com,Verney,Conley,Male,4/11/70,Tallahassee,Florida,,50,211.1,South Region
482,ashil@gmail.com,Ashil,Jest,Female,6/29/86,Vero Beach,Florida,8/15/17,33,57.6,South Region
483,kristal@gmail.com,Kristal,Crookshanks,Female,4/22/65,Memphis,Tennessee,,55,#N/A,South Region
484,kris@gmail.com,Kris,Testo,Male,4/17/63,Lincoln,Nebraska,6/7/18,57,60.3,Midwest Region
485,gib@gmail.com,Gib,Darrington,Male,3/19/65,Lakeland,Florida,7/2/18,55,136.6,South Region
486,gavra@gmail.com,Gavra,Macilhench,Female,11/24/53,Columbia,South Carolina,,66,25,South Region
487,emelita@gmail.com,Emelita,Pavlishchev,Female,,Colorado Springs,Colorado,1/3/17,,60,West Region
488,persis@gmail.com,Persis,Richings,Female,6/12/62,Arvada,Colorado,,57,137.2,West Region
489,lucinda@gmail.com,Lucinda,Braunthal,Female,1/2/84,Louisville,Kentucky,4/1/17,36,#N/A,South Region
490,dyane@gmail.com,Dyane,Brownsall,Female,,Birmingham,Alabama,7/7/17,,16.2,South Region
491,codee@gmail.com,Codee,Kingswell,Female,10/12/72,Jacksonville,Florida,4/5/17,47,119.5,South Region
492,elfrida@gmail.com,Elfrida,Matisse,Female,4/18/71,Orlando,Florida,4/8/18,49,68,South Region
493,locke@gmail.com,Locke,Kilford,Male,7/16/85,Decatur,Illinois,11/11/16,34,#N/A,Midwest Region
494,ginger@gmail.com,Ginger,Wyson,Male,10/14/79,Memphis,Tennessee,,40,140,South Region
495,anatol@gmail.com,Anatol,Crocumbe,Male,2/10/89,Dallas,Texas,7/14/18,31,119,South Region
496,yank@gmail.com,Yank,Beckson,Male,10/7/88,Bloomington,Illinois,,31,90,Midwest Region
497,ashil@gmail.com,Ashil,Boater,Female,12/23/63,Wilmington,North Carolina,,56,140.4,South Region
